battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1934.0,1,2.6,1,5.6,1,46.0,0.1,103.0,1.0,17.0,619.0,1299.0,2.0,13.0,9.0,2.0,1,1,1,1.0
1905.0,1,0.5,0,3.0,1,6.0,0.5,151.0,1.0,5.0,849.0,898.0,1.0,9.0,5.0,10.0,1,1,0,12.1
1831.0,0,1.4,1,2.0,0,44.0,0.9,150.0,5.0,5.0,611.0,1381.0,3.0,17.0,7.0,13.0,1,1,1,2.0
596.0,0,1.4,0,8.0,0,46.0,0.6,165.0,1.0,18.0,953.0,984.0,2.0,15.0,4.0,15.0,1,1,0,12.1
1562.0,1,1.3,1,1.0,1,7.0,0.2,190.0,5.0,15.0,642.0,1533.0,2.0,12.0,10.0,6.0,1,0,0,1.0
1490.0,1,0.5,1,4.0,1,64.0,0.3,150.0,8.0,8.0,1417.0,1464.0,3.0,17.0,9.0,7.0,1,1,1,12.1
1523.0,1,2.4,0,5.0,1,57.0,0.2,117.0,2.0,6.0,247.0,539.0,3.0,18.0,12.0,10.0,1,1,1,1.0
640.0,0,0.6,0,5.6,0,20.0,0.1,163.0,4.0,15.0,710.0,1179.0,2.0,7.0,5.0,18.0,1,1,0,1.0
1526.0,0,2.1,0,1.0,1,23.0,0.2,117.0,7.0,8.0,718.0,751.0,2.0,18.0,10.0,3.0,1,1,0,1.0
1989.0,0,2.5,1,5.6,1,41.0,0.8,94.0,3.0,13.0,1100.0,1497.0,1.0,17.0,9.0,12.0,1,1,1,32.0
1308.0,0,1.9,0,5.6,1,61.0,0.7,106.0,3.0,7.0,59.0,1215.0,3.0,15.0,2.0,4.0,1,0,1,12.1
609.0,0,0.5,0,3.0,0,26.0,0.3,93.0,4.0,4.0,938.0,1948.0,1.0,11.0,10.0,14.0,1,1,1,1.0
1905.0,0,0.6,1,9.0,1,36.0,0.4,119.0,3.0,20.0,825.0,1542.0,1.0,13.0,4.0,16.0,1,0,0,1.0
1703.0,1,0.5,0,5.6,1,22.0,0.6,192.0,1.0,10.4,286.0,1235.0,1.0,5.0,4.0,13.0,1,0,1,1.0
1445.0,1,2.4,1,7.0,1,20.0,0.4,173.0,7.0,15.0,1273.0,1345.0,1.0,7.0,4.0,13.0,1,1,1,1.0
1087.0,0,1.3,0,5.6,1,32.3,0.3,166.0,3.0,9.0,295.0,589.0,2.0,14.0,6.0,6.0,1,0,1,39.0
671.0,0,0.9,1,10.0,0,30.0,0.7,105.0,7.0,17.0,852.0,1182.0,2.0,6.0,4.0,15.0,1,0,0,2.0
1472.0,1,2.3,0,6.0,0,32.3,0.1,168.0,6.0,19.0,710.0,1052.0,2.0,19.0,15.0,8.0,1,0,0,1.0
765.0,0,0.5,1,5.6,1,47.0,0.3,115.0,8.0,1.0,1277.0,1429.0,2.0,11.0,7.0,4.0,1,0,1,18.0
1642.0,0,0.5,1,16.0,1,8.0,0.3,171.0,6.0,17.0,129.0,873.0,2.0,13.0,4.0,17.0,1,0,1,15.0
1265.0,0,1.5,0,7.0,0,49.0,0.7,182.0,5.0,16.0,690.0,836.0,1.0,5.0,6.3,12.0,0,0,1,1.0
664.0,1,1.1,1,1.0,1,51.0,0.1,110.0,7.0,4.0,701.0,1478.0,3.0,19.0,15.0,6.0,1,1,1,2.0
1277.0,1,0.5,1,5.6,1,35.0,0.4,142.0,6.0,6.0,309.0,1460.0,3.0,18.0,17.0,6.0,1,1,0,12.1
1395.0,0,1.8,1,5.6,0,23.0,0.1,111.0,3.0,1.0,213.0,705.0,2.0,11.0,6.3,13.0,1,0,1,49.0
1539.0,1,2.6,0,5.6,0,41.0,0.1,159.0,8.0,10.4,1112.0,1666.0,2.0,15.0,9.0,10.0,1,0,1,12.1
1049.0,1,2.2,0,9.0,0,63.0,0.5,135.0,5.0,17.0,199.0,1077.0,1.0,11.0,3.0,13.0,0,0,0,2.0
1827.0,0,1.7,0,4.0,1,39.0,0.5,128.0,5.0,16.0,55.0,1020.0,2.0,14.0,9.0,10.0,1,1,0,12.1
903.0,0,1.0,1,5.6,1,32.3,0.4,91.0,1.0,10.4,1230.0,1235.0,2.0,9.0,5.0,10.0,1,1,0,12.1
1987.0,1,0.5,0,3.0,1,53.0,1.0,181.0,3.0,7.0,1052.0,1516.0,3.0,18.0,5.0,8.0,1,1,1,1.0
1154.0,0,1.2,1,5.6,1,32.3,0.2,181.0,8.0,2.0,541.0,1499.0,2.0,5.0,3.0,7.0,1,0,1,12.1
1336.0,0,0.9,0,5.0,1,17.0,0.2,194.0,5.0,9.0,55.0,583.0,1.0,13.0,1.0,16.0,1,1,1,1.0
1886.0,0,0.5,0,5.6,1,24.0,0.4,112.0,3.0,1.0,809.0,1958.0,1.0,16.0,7.0,20.0,1,0,1,2.0
1551.0,0,1.1,0,4.0,0,51.0,0.1,88.0,5.0,6.0,1738.0,1995.0,3.0,11.0,8.0,4.0,0,1,0,1.0
850.0,1,1.6,1,6.0,1,32.3,0.5,133.0,5.0,19.0,404.0,642.0,2.0,19.0,17.0,10.0,1,0,1,12.1
660.0,0,0.5,0,5.0,1,40.0,0.5,111.0,2.0,10.0,262.0,1178.0,2.0,6.0,5.0,18.0,1,1,1,2.0
1225.0,1,2.1,1,8.0,0,13.0,0.5,116.0,4.0,12.0,759.0,1404.0,3.0,12.0,11.0,11.0,0,0,0,47.0
1452.0,1,0.5,1,1.0,1,25.0,0.9,123.0,6.0,11.0,42.0,1040.0,2.0,12.0,10.0,13.0,1,0,0,39.0
1686.0,1,2.8,1,3.0,0,38.0,0.1,166.0,4.0,4.0,397.0,1453.0,2.0,14.0,11.0,2.0,0,0,0,2.0
1634.0,1,1.4,0,1.0,1,17.0,0.2,200.0,2.0,5.0,964.0,1677.0,3.0,11.0,6.0,6.0,1,1,1,9.0
1708.0,1,2.4,1,18.0,1,32.3,0.1,109.0,1.0,19.0,233.0,517.0,3.0,6.0,4.0,16.0,1,1,1,36.0
1151.0,1,2.9,1,5.6,0,31.0,0.6,128.0,8.0,1.0,1022.0,1560.0,2.0,18.0,8.0,13.0,0,1,0,12.1
1578.0,0,1.9,1,2.0,1,32.3,0.1,138.0,4.0,19.0,411.0,1226.0,2.0,19.0,16.0,3.0,1,0,1,28.0
1689.0,0,1.8,0,17.0,0,24.0,0.3,127.0,3.0,18.0,954.0,1200.0,2.0,7.0,2.0,7.0,0,1,1,33.0
1488.0,0,0.5,0,1.0,0,39.0,0.8,112.0,5.0,6.0,1528.0,1647.0,3.0,14.0,10.0,19.0,0,0,0,2.0
1313.0,1,1.8,1,4.0,0,9.0,0.4,105.0,1.0,6.0,416.0,1308.0,3.0,11.0,10.0,6.0,0,1,1,12.1
1715.0,0,1.0,1,4.0,1,31.0,0.5,83.0,8.0,17.0,638.0,1615.0,2.0,17.0,6.0,13.0,1,0,0,41.0
1442.0,0,1.0,1,5.6,0,27.0,0.1,192.0,3.0,19.0,231.0,687.0,2.0,6.0,5.0,20.0,1,1,0,29.0
528.0,0,1.7,0,12.0,1,6.0,0.8,142.0,2.0,15.0,574.0,637.0,3.0,9.0,8.0,6.0,1,1,0,12.1
1523.0,1,1.8,0,6.0,1,11.0,0.1,129.0,1.0,8.0,148.0,1606.0,2.0,19.0,8.0,19.0,1,1,0,34.0
1133.0,0,1.4,0,3.0,0,42.0,0.1,199.0,5.0,12.0,730.0,1543.0,1.0,18.0,12.0,20.0,1,0,1,38.0
1718.0,1,2.5,1,14.0,1,6.0,0.1,183.0,5.0,16.0,564.0,980.0,3.0,7.0,1.0,8.0,1,1,1,3.0
1330.0,0,0.5,0,5.6,0,38.0,1.0,183.0,7.0,1.0,1290.0,1441.0,1.0,9.0,6.3,11.0,1,0,1,12.1
1799.0,1,0.5,0,5.6,0,49.0,0.4,107.0,4.0,2.0,632.0,1383.0,2.0,12.0,2.0,11.0,1,1,1,24.0
633.0,1,2.2,0,5.6,1,49.0,0.1,139.0,8.0,1.0,529.0,1009.0,3.0,11.0,1.0,16.0,1,1,1,1.0
724.0,0,2.7,1,5.6,0,44.0,0.5,187.0,7.0,10.4,1273.0,1754.0,2.0,7.0,6.0,7.0,1,0,0,2.0
822.0,1,0.5,0,5.6,1,52.0,0.3,157.0,6.0,20.0,667.0,860.0,3.0,10.0,1.0,3.0,1,0,0,19.0
1918.0,0,1.9,0,2.0,0,10.0,0.6,110.0,5.0,10.0,1170.0,1543.0,1.0,7.0,1.0,16.0,1,1,1,42.0
1891.0,0,2.8,0,7.0,1,37.0,0.4,129.0,7.0,14.0,169.0,1108.0,3.0,8.0,6.0,11.0,1,0,0,49.0
1373.0,1,1.0,1,2.0,0,50.0,0.2,127.0,7.0,12.0,105.0,673.0,3.0,8.0,3.0,14.0,1,0,0,12.1
862.0,1,0.8,1,3.0,0,23.0,0.4,165.0,2.0,15.0,793.0,1758.0,2.0,16.0,3.0,11.0,0,0,1,12.1
1273.0,0,1.0,0,3.0,1,48.0,0.4,99.0,4.0,15.0,490.0,886.0,1.0,18.0,15.0,11.0,1,1,0,24.0
957.0,1,2.5,0,4.0,0,32.3,0.8,107.0,5.0,10.0,1201.0,1485.0,1.0,12.0,5.0,7.0,1,0,1,2.0
1617.0,1,1.3,1,3.0,1,30.0,0.7,105.0,2.0,4.0,246.0,1038.0,2.0,9.0,6.3,10.0,1,0,0,49.0
893.0,0,2.5,1,5.6,0,55.0,0.6,183.0,2.0,1.0,417.0,946.0,2.0,7.0,1.0,6.0,0,1,1,2.0
1210.0,0,0.5,0,5.6,0,63.0,0.1,93.0,5.0,10.4,1177.0,1462.0,2.0,17.0,9.0,7.0,0,0,0,1.0
708.0,1,2.7,1,5.6,1,63.0,1.0,195.0,8.0,7.0,78.0,654.0,2.0,6.0,5.0,7.0,1,1,1,9.0
835.0,0,1.1,1,2.0,0,7.0,0.2,101.0,4.0,7.0,323.0,1604.0,1.0,13.0,5.0,15.0,1,1,1,12.1
1450.0,1,2.7,1,9.0,0,19.0,0.6,131.0,1.0,17.0,707.0,1882.0,2.0,15.0,9.0,12.0,0,0,0,12.1
973.0,1,1.5,0,5.0,1,58.0,0.2,190.0,7.0,16.0,457.0,1816.0,2.0,6.0,4.0,2.0,1,0,0,48.0
601.0,1,1.4,0,4.0,1,32.3,0.1,154.0,4.0,13.0,356.0,765.0,2.0,12.0,8.0,10.0,1,1,1,12.1
507.0,1,0.5,1,1.0,0,32.0,0.5,141.0,7.0,11.0,936.0,1398.0,1.0,17.0,6.3,5.0,1,1,1,1.0
564.0,0,1.8,1,5.6,1,51.0,0.5,168.0,3.0,1.0,912.0,1980.0,1.0,14.0,8.0,15.0,1,1,0,12.1
1559.0,1,1.6,1,6.0,1,6.0,0.5,162.0,6.0,17.0,179.0,1559.0,3.0,9.0,1.0,3.0,1,1,1,12.1
754.0,0,0.5,1,7.0,1,60.0,0.7,178.0,7.0,10.0,1914.0,1928.0,1.0,6.0,3.0,5.0,1,0,0,23.0
728.0,0,2.7,1,5.6,0,25.0,0.2,88.0,4.0,1.0,526.0,1529.0,2.0,5.0,1.0,12.0,1,1,1,12.1
1431.0,1,0.5,0,5.6,1,56.0,0.6,191.0,1.0,1.0,156.0,952.0,2.0,7.0,3.0,8.0,1,0,0,23.0
767.0,0,1.5,0,4.0,0,28.0,0.7,175.0,4.0,10.0,344.0,1517.0,2.0,10.0,6.3,15.0,0,1,0,1.0
1722.0,0,2.6,0,8.0,0,18.0,0.8,177.0,2.0,16.0,865.0,1741.0,3.0,14.0,6.3,15.0,1,0,1,5.0
1992.0,1,1.6,0,5.0,1,32.3,1.0,100.0,2.0,15.0,1552.0,1596.0,2.0,9.0,3.0,4.0,1,1,1,12.1
1876.0,0,0.5,0,10.0,1,40.0,0.3,86.0,6.0,14.0,546.0,1564.0,2.0,10.0,8.0,16.0,1,1,0,1.0
1054.0,0,1.1,1,10.0,1,38.0,0.4,136.0,6.0,12.0,1097.0,1222.0,1.0,18.0,4.0,14.0,1,1,1,2.0
1283.0,1,1.6,1,4.0,0,32.3,0.9,93.0,5.0,5.0,372.0,692.0,2.0,9.0,6.0,17.0,1,1,0,11.0
1281.0,1,2.3,1,5.6,0,28.0,0.3,148.0,1.0,6.0,1285.0,1617.0,1.0,12.0,1.0,6.0,0,1,0,12.1
1066.0,0,0.6,0,2.0,1,7.0,0.9,114.0,7.0,18.0,1242.0,1571.0,2.0,19.0,13.0,6.0,1,1,0,2.0
730.0,0,2.1,1,5.6,1,4.0,0.1,89.0,8.0,2.0,302.0,1247.0,1.0,19.0,15.0,4.0,1,1,1,2.0
1053.0,1,0.8,1,7.0,1,45.0,0.3,103.0,1.0,12.0,594.0,1767.0,3.0,17.0,6.0,5.0,1,1,1,30.0
1611.0,1,0.5,1,11.0,0,3.0,0.6,98.0,3.0,14.0,303.0,714.0,1.0,8.0,4.0,9.0,1,0,1,1.0
793.0,0,1.0,1,5.0,1,30.0,0.9,133.0,2.0,15.0,1858.0,1935.0,2.0,17.0,13.0,14.0,1,1,1,2.0
1220.0,0,2.9,0,3.0,0,63.0,0.5,125.0,4.0,8.0,403.0,1933.0,2.0,19.0,11.0,15.0,1,1,1,2.0
1662.0,0,0.5,0,5.6,1,61.0,0.8,126.0,4.0,13.0,32.0,1509.0,3.0,9.0,5.0,13.0,1,1,1,2.0
1281.0,1,2.8,1,3.0,1,8.0,0.3,144.0,4.0,19.0,590.0,954.0,1.0,8.0,2.0,9.0,1,1,0,2.0
538.0,0,0.8,0,12.0,1,2.0,0.8,177.0,7.0,13.0,235.0,662.0,2.0,8.0,4.0,9.0,1,0,1,12.1
823.0,1,0.5,0,5.6,0,39.0,0.4,187.0,8.0,4.0,630.0,888.0,2.0,13.0,9.0,11.0,0,0,1,12.1
1733.0,1,2.8,0,3.0,1,36.0,1.0,119.0,6.0,20.0,357.0,527.0,3.0,17.0,16.0,9.0,1,0,0,1.0
1429.0,0,1.5,1,5.6,1,40.0,0.9,100.0,3.0,14.0,246.0,820.0,3.0,11.0,7.0,18.0,1,0,1,1.0
1839.0,1,1.2,0,9.0,1,54.0,0.5,200.0,7.0,11.0,475.0,1493.0,2.0,19.0,10.0,18.0,1,0,1,12.1
659.0,0,2.7,0,6.0,1,6.0,0.5,110.0,3.0,7.0,1054.0,1929.0,2.0,15.0,5.0,2.0,1,0,1,46.0
1953.0,1,2.1,1,7.0,0,56.0,0.1,158.0,8.0,9.0,555.0,764.0,2.0,11.0,5.0,4.0,1,0,0,2.0
1172.0,0,1.9,0,5.6,1,27.0,0.7,164.0,1.0,3.0,607.0,1092.0,1.0,12.0,6.3,6.0,1,0,0,2.0
612.0,1,1.9,1,6.0,0,16.0,0.3,102.0,7.0,7.0,1360.0,1891.0,3.0,8.0,4.0,3.0,0,0,0,12.1
1563.0,0,2.4,0,5.6,1,24.0,0.2,170.0,8.0,10.4,142.0,1699.0,3.0,7.0,5.0,5.0,1,1,0,19.0
1191.0,0,1.3,1,16.0,1,32.3,0.8,84.0,1.0,20.0,681.0,683.0,1.0,14.0,3.0,9.0,1,0,1,12.1
615.0,1,0.5,1,5.6,0,42.0,0.6,163.0,6.0,4.0,104.0,1664.0,2.0,7.0,4.0,18.0,0,0,1,46.0
1893.0,1,2.1,1,8.0,0,64.0,0.2,134.0,2.0,11.0,637.0,763.0,3.0,14.0,3.0,18.0,0,1,1,12.1
1563.0,0,1.7,1,10.0,0,16.0,0.1,151.0,7.0,13.0,410.0,572.0,3.0,11.0,1.0,8.0,0,0,1,2.0
1995.0,1,1.9,0,6.0,0,9.0,0.8,139.0,6.0,18.0,1830.0,1963.0,1.0,14.0,12.0,18.0,1,1,1,39.0
1517.0,0,0.5,0,6.0,1,32.3,0.6,143.0,5.0,14.0,802.0,1489.0,2.0,15.0,5.0,11.0,1,1,1,12.1
832.0,0,1.6,1,1.0,1,34.0,0.3,108.0,5.0,5.0,311.0,1294.0,2.0,15.0,13.0,12.0,1,1,0,2.0
1162.0,0,2.0,0,5.6,1,57.0,0.7,114.0,7.0,1.0,56.0,997.0,1.0,5.0,6.3,20.0,1,0,0,18.0
1595.0,1,2.6,0,7.0,0,12.0,0.3,121.0,8.0,19.0,344.0,655.0,3.0,15.0,1.0,16.0,0,1,0,12.1
1329.0,1,1.0,0,1.0,0,52.0,0.9,181.0,6.0,2.0,1053.0,1458.0,1.0,8.0,6.0,6.0,1,0,1,2.0
928.0,1,0.5,1,11.0,0,56.0,0.7,80.0,8.0,13.0,221.0,1243.0,2.0,19.0,10.0,5.0,0,1,0,1.0
1656.0,1,0.5,1,8.0,1,38.0,0.1,105.0,7.0,17.0,506.0,519.0,1.0,12.0,8.0,19.0,1,0,1,15.0
1937.0,1,1.7,0,17.0,0,58.0,0.6,189.0,1.0,19.0,1728.0,1767.0,3.0,5.0,4.0,14.0,1,1,0,7.0
977.0,1,1.1,1,2.0,0,57.0,0.6,181.0,6.0,7.0,63.0,566.0,1.0,7.0,1.0,8.0,0,1,1,28.0
768.0,1,0.9,0,16.0,1,56.0,0.1,113.0,1.0,20.0,418.0,515.0,2.0,19.0,3.0,16.0,1,0,1,2.0
1464.0,1,0.5,1,11.0,0,32.3,0.9,117.0,2.0,14.0,854.0,1168.0,3.0,5.0,3.0,15.0,0,1,1,26.0
1177.0,0,0.9,0,1.0,1,29.0,0.4,191.0,2.0,8.0,178.0,882.0,2.0,18.0,5.0,19.0,1,0,0,1.0
1348.0,0,2.0,0,18.0,0,53.0,0.3,98.0,3.0,20.0,1869.0,1942.0,2.0,18.0,11.0,7.0,1,1,1,4.0
1956.0,0,2.2,0,5.6,1,37.0,0.5,87.0,3.0,2.0,185.0,776.0,1.0,13.0,1.0,19.0,1,1,0,22.0
1751.0,0,0.5,1,6.0,0,8.0,0.6,178.0,6.0,20.0,170.0,564.0,2.0,8.0,6.0,17.0,0,0,1,12.1
1530.0,0,2.0,0,11.0,0,42.0,0.8,177.0,6.0,13.0,454.0,1975.0,2.0,11.0,10.0,19.0,0,0,1,12.1
1997.0,1,1.8,1,1.0,0,32.3,0.5,185.0,4.0,8.0,866.0,1212.0,1.0,7.0,6.0,15.0,1,0,0,12.1
1414.0,1,1.5,1,5.0,0,44.0,0.5,180.0,2.0,6.0,44.0,1118.0,3.0,16.0,12.0,13.0,0,1,0,29.0
1707.0,0,1.4,0,5.6,0,41.0,0.8,80.0,7.0,2.0,1331.0,1388.0,1.0,12.0,6.3,10.0,0,0,0,2.0
894.0,0,0.5,1,1.0,1,50.0,0.5,199.0,3.0,14.0,1285.0,1462.0,3.0,13.0,6.3,6.0,1,0,1,1.0
645.0,0,1.2,0,6.0,1,41.0,0.7,184.0,8.0,17.0,741.0,1130.0,2.0,18.0,2.0,13.0,1,1,0,30.0
1163.0,0,2.8,1,5.6,0,49.0,0.6,155.0,2.0,10.4,520.0,754.0,2.0,19.0,2.0,12.0,0,0,1,12.1
1126.0,0,0.7,0,3.0,0,49.0,0.9,165.0,8.0,17.0,114.0,1726.0,3.0,14.0,1.0,13.0,1,0,0,1.0
1648.0,0,0.7,0,6.0,1,64.0,0.8,170.0,4.0,9.0,1153.0,1876.0,2.0,8.0,1.0,6.0,1,1,0,1.0
1170.0,1,0.9,0,6.0,1,14.0,0.4,199.0,2.0,13.0,474.0,709.0,2.0,18.0,5.0,20.0,1,0,1,9.0
508.0,0,0.8,0,7.0,1,43.0,0.3,94.0,1.0,8.0,39.0,557.0,2.0,13.0,12.0,7.0,1,0,0,49.0
1097.0,0,2.1,1,6.0,0,65.0,0.2,161.0,3.0,8.0,419.0,1914.0,1.0,14.0,5.0,9.0,1,0,1,2.0
728.0,0,1.7,1,5.6,1,5.0,0.6,101.0,2.0,20.0,584.0,775.0,2.0,16.0,6.3,5.0,1,1,0,2.0
1980.0,0,0.5,1,2.0,1,29.0,0.8,177.0,1.0,13.0,312.0,1910.0,3.0,12.0,10.0,18.0,1,0,0,1.0
1504.0,0,2.3,1,1.0,0,65.0,0.9,182.0,1.0,2.0,19.0,1923.0,3.0,6.0,5.0,10.0,0,1,0,1.0
1379.0,1,2.1,1,14.0,1,63.0,1.0,83.0,1.0,17.0,207.0,1370.0,2.0,9.0,6.0,7.0,1,1,0,14.0
1698.0,0,2.1,0,5.0,1,18.0,0.9,160.0,6.0,20.0,363.0,994.0,2.0,13.0,3.0,14.0,1,0,1,19.0
920.0,0,2.1,1,5.0,0,25.0,0.4,115.0,7.0,14.0,209.0,1078.0,2.0,10.0,7.0,5.0,0,1,1,1.0
1144.0,1,1.5,1,5.6,0,21.0,0.4,189.0,1.0,11.0,159.0,724.0,3.0,16.0,6.3,8.0,0,0,0,1.0
1995.0,1,0.5,0,6.0,0,32.3,0.2,129.0,1.0,15.0,649.0,1104.0,1.0,15.0,11.0,7.0,0,1,1,2.0
1430.0,0,0.5,1,1.0,0,27.0,0.5,183.0,1.0,16.0,1132.0,1182.0,2.0,7.0,1.0,15.0,0,1,1,30.0
972.0,1,0.5,1,5.0,0,13.0,0.4,193.0,5.0,8.0,1392.0,1795.0,1.0,11.0,6.0,13.0,0,1,0,26.0
662.0,0,0.5,0,5.0,0,20.0,0.8,138.0,1.0,10.0,1001.0,1224.0,2.0,17.0,15.0,15.0,0,1,1,1.0
1867.0,0,2.3,0,5.6,1,9.0,0.1,191.0,6.0,3.0,712.0,1442.0,2.0,6.0,1.0,2.0,1,0,1,2.0
1730.0,0,2.0,1,5.6,1,20.0,0.1,143.0,4.0,10.0,418.0,1023.0,1.0,14.0,6.3,12.0,1,1,0,28.0
1723.0,1,1.0,0,1.0,1,32.3,0.6,126.0,3.0,17.0,384.0,1361.0,1.0,5.0,6.3,16.0,1,1,1,2.0
1882.0,1,1.3,1,8.0,0,47.0,0.2,140.0,2.0,13.0,119.0,652.0,2.0,17.0,1.0,11.0,0,0,1,30.0
803.0,0,0.8,1,5.6,0,32.3,0.3,106.0,4.0,1.0,627.0,935.0,2.0,18.0,15.0,12.0,0,1,0,12.1
580.0,1,1.2,1,5.6,0,48.0,0.9,91.0,3.0,1.0,1086.0,1345.0,3.0,15.0,1.0,11.0,1,1,0,39.0
668.0,0,2.3,0,2.0,1,32.3,0.3,114.0,1.0,19.0,195.0,1292.0,1.0,14.0,12.0,4.0,1,1,0,1.0
1391.0,0,1.4,0,2.0,1,36.0,0.8,182.0,1.0,6.0,14.0,1256.0,3.0,14.0,7.0,14.0,1,1,0,1.0
1560.0,0,2.3,0,5.6,1,32.3,0.8,169.0,7.0,1.0,745.0,1364.0,1.0,15.0,11.0,16.0,1,1,1,28.0
821.0,0,1.8,1,5.0,0,54.0,0.1,109.0,3.0,9.0,253.0,1786.0,3.0,8.0,4.0,15.0,1,0,0,32.0
811.0,1,2.4,1,5.0,1,2.0,0.3,106.0,6.0,13.0,333.0,1429.0,2.0,18.0,7.0,2.0,1,0,1,41.0
1989.0,1,2.9,1,8.0,0,17.0,0.1,193.0,8.0,15.0,629.0,682.0,2.0,7.0,6.3,18.0,1,1,0,23.0
1034.0,1,2.7,1,6.0,0,37.0,0.7,120.0,7.0,20.0,707.0,1199.0,3.0,17.0,1.0,12.0,0,1,1,2.0
618.0,0,2.1,0,2.0,0,6.0,0.3,86.0,1.0,4.0,1314.0,1688.0,1.0,13.0,10.0,15.0,0,0,1,12.1
654.0,1,1.3,0,5.6,1,32.3,0.7,196.0,4.0,4.0,1715.0,1898.0,1.0,17.0,4.0,13.0,1,0,0,2.0
576.0,1,2.8,0,2.0,1,10.0,0.2,184.0,5.0,7.0,513.0,1438.0,2.0,6.0,6.3,5.0,1,1,1,2.0
667.0,1,0.6,0,6.0,1,3.0,0.7,185.0,6.0,13.0,13.0,1463.0,2.0,5.0,6.3,19.0,1,0,1,9.0
869.0,1,1.0,0,7.0,1,57.0,0.6,118.0,1.0,15.0,1243.0,1584.0,2.0,13.0,3.0,8.0,1,0,0,12.1
635.0,1,0.5,1,2.0,0,42.0,0.4,149.0,3.0,4.0,300.0,1059.0,2.0,12.0,5.0,18.0,0,0,1,12.1
609.0,1,3.0,0,15.0,1,45.0,0.3,117.0,1.0,16.0,58.0,1253.0,2.0,15.0,11.0,15.0,1,0,1,20.0
1557.0,0,2.8,1,16.0,0,2.0,0.1,123.0,5.0,20.0,1107.0,1442.0,2.0,18.0,16.0,9.0,0,0,1,1.0
1604.0,1,1.7,0,2.0,0,33.0,1.0,191.0,8.0,5.0,134.0,939.0,2.0,13.0,10.0,12.0,0,1,1,1.0
1182.0,0,0.5,0,7.0,1,8.0,0.5,138.0,8.0,16.0,275.0,986.0,2.0,19.0,17.0,19.0,1,0,0,2.0
848.0,1,2.1,1,10.0,1,19.0,0.8,148.0,7.0,18.0,176.0,1029.0,3.0,10.0,6.3,14.0,1,0,0,12.1
1610.0,1,2.9,0,7.0,1,64.0,0.9,181.0,4.0,12.0,1236.0,1280.0,2.0,8.0,4.0,9.0,1,1,0,30.0
1828.0,1,2.1,1,5.6,0,32.3,0.9,199.0,1.0,1.0,336.0,898.0,2.0,17.0,14.0,4.0,0,0,0,2.0
880.0,0,2.0,1,1.0,1,50.0,0.5,194.0,7.0,3.0,1116.0,1381.0,2.0,15.0,9.0,6.0,1,0,1,36.0
1394.0,1,0.9,1,10.0,1,63.0,0.3,175.0,5.0,13.0,1010.0,1565.0,2.0,11.0,1.0,20.0,1,1,0,20.0
1960.0,1,2.3,1,1.0,1,62.0,0.3,86.0,7.0,3.0,205.0,1299.0,3.0,10.0,7.0,11.0,1,0,0,20.0
809.0,0,0.8,0,10.0,0,21.0,0.9,91.0,7.0,19.0,1453.0,1726.0,1.0,18.0,7.0,3.0,0,0,0,1.0
899.0,0,0.5,1,13.0,1,57.0,0.9,172.0,2.0,18.0,788.0,1331.0,2.0,11.0,1.0,7.0,1,1,0,1.0
1976.0,1,0.7,1,4.0,0,32.0,0.8,171.0,2.0,7.0,1301.0,1922.0,3.0,17.0,11.0,13.0,0,1,1,1.0
879.0,0,1.5,1,5.6,1,21.0,0.8,187.0,4.0,2.0,463.0,1038.0,2.0,14.0,13.0,11.0,1,0,1,26.0
916.0,1,2.6,0,5.6,0,36.0,0.3,195.0,4.0,12.0,188.0,992.0,1.0,13.0,6.3,14.0,0,1,0,12.1
763.0,0,1.7,1,8.0,1,2.0,0.5,92.0,8.0,14.0,1028.0,1186.0,1.0,6.0,4.0,8.0,1,1,0,1.0
508.0,0,1.6,1,5.6,0,9.0,0.4,162.0,6.0,2.0,1419.0,1920.0,2.0,18.0,8.0,10.0,1,1,1,12.1
825.0,0,2.9,1,5.6,0,34.0,0.8,99.0,8.0,17.0,1471.0,1866.0,2.0,8.0,2.0,10.0,1,1,0,12.1
1864.0,0,1.4,0,8.0,1,46.0,0.7,178.0,1.0,12.0,168.0,981.0,2.0,11.0,7.0,18.0,1,1,1,2.0
1725.0,0,0.5,1,8.0,1,52.0,1.0,185.0,6.0,12.0,1125.0,1195.0,1.0,19.0,18.0,5.0,1,1,1,12.1
1108.0,1,2.9,0,10.0,0,53.0,0.1,183.0,2.0,12.0,130.0,1706.0,3.0,16.0,1.0,13.0,0,1,1,2.0
1011.0,0,1.1,0,4.0,1,36.0,0.2,131.0,7.0,18.0,481.0,749.0,2.0,7.0,6.0,16.0,1,1,1,18.0
1703.0,1,1.5,1,17.0,1,55.0,0.7,138.0,5.0,19.0,1411.0,1711.0,2.0,5.0,1.0,20.0,1,1,1,2.0
1067.0,1,1.7,1,5.6,0,59.0,0.5,135.0,7.0,10.4,79.0,681.0,2.0,12.0,9.0,16.0,0,1,0,1.0
1334.0,1,2.4,0,5.0,1,42.0,0.6,115.0,5.0,14.0,1187.0,1974.0,2.0,10.0,1.0,8.0,1,0,0,25.0
